time,no,review,score,read_volume
2022/6/25,123,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '哪个', '会', '回本', '？', '指数', '大涨', '，']",1,522
2022/6/25,124,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '科沃', '斯', '总裁', '吃干饭', '的']",0,257
2022/6/25,125,"['我', '回来', '了', '，', '附加', '走势', '说明']",0,1059
2022/6/25,126,"['科沃', '斯', '06', '月', '24', '日获', '沪', '股通', '增持', '26.5', '万股']",1,405
2022/6/24,127,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '风不转', '水转', '，', '新能源', '汽车']",0,698
2022/6/24,128,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '老眼昏花', '，', '挂', '120.28', '元手']",0,1100
2022/6/24,129,"['$', '科沃', '斯', '(', 'SH603486', ')', '$']",0,335
2022/6/24,130,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '大', '阴阳', '线', '十字星', '明天', '大涨']",1,317
2022/6/24,131,"['今天', '家电', '都', '涨', '上天', '了', '可惜', '这个', '是', '扫拉积', '的']",1,186
2022/6/24,132,"['其实', '今天', '的', '放量', '，', '就是', '针对', '昨天', '进来', '的', '游资', '，']",0,380
2022/6/24,133,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '家电', '板块', '这个', '月', '涨', '了', '9', '个']",1,180
2022/6/24,134,"['大家', '不要', '慌', '，', '下跌', '就是', '买入', '机会', '，', '和', '主力', '抢筹']",10,283
2022/6/24,135,"['大宗', '交易', '：', '科沃', '斯', '成交', '2513.61', '万元', '，', '折价', '11', '.']",-1,282
2022/6/24,136,"['抄底', '抄底', '，', '主力', '恐惧', '我', '贪婪', '哈哈']",7,286
2022/6/24,137,"['科沃', '斯', '为啥', '不能', '融资', '融券']",0,195
2022/6/24,138,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '收盘', '111.11', '么', '？']",0,351
2022/6/24,139,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '使劲', '砸', '根本', '玩', '不过', '[', '大哭', ']']",0,367
