time,no,review,score,read_volume
2022/5/20,203,"['高处', '大有人在']",0,494
2022/5/20,204,"['星宇', '股份', '05', '月', '19', '日获', '沪', '股通', '增持', '1.79', '万股']",1,329
2022/5/20,205,"['星宇', '股份', '：', '融资', '净', '买入', '12.62', '万元', '，', '融资', '余额', '5085.73', '万元']",0,289
2022/5/20,206,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '好股', '[', '大笑', ']', '[', '大笑', ']']",1,867
2022/5/19,207,['转发'],0,417
2022/5/19,208,['转发'],0,374
2022/5/19,209,"['星宇', '股份', '：', '融资', '净', '买入', '137.09', '万元', '，', '融资', '余额', '5073.1', '万元']",0,328
2022/5/18,210,"['真是', '眼瞎', '，', '买给', '点成', '卖', '了', '。']",0,484
2022/5/18,211,"['星宇', '股份', '5', '月', '18', '日', '快速', '反弹']",6,284
2022/5/18,212,"['星宇', '股份', '05', '月', '17', '日', '被', '沪', '股通', '减持', '21.73', '万股']",-1,307
2022/5/18,213,"['星宇', '股份', '：', '融资', '净', '偿还', '642.6', '万元', '，', '融资', '余额', '4936.01', '万元']",-1,313
2022/5/17,214,"['星宇', '股份', '5', '月', '17', '日', '盘中', '涨幅', '达', '5%']",1,316
2022/5/17,215,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '不错']",3,490
2022/5/17,216,"['套死', '啦']",-1,464
2022/5/17,217,"['星宇', '股份', '5', '月', '17', '日', '快速', '反弹']",6,260
2022/5/17,218,"['星宇', '股份', '05', '月', '16', '日', '被', '沪', '股通', '减持', '11.28', '万股']",-1,312
2022/5/17,219,"['星宇', '股份', '：', '融资', '净', '买入', '673.77', '万元', '，', '融资', '余额', '5578.61', '万']",0,295
2022/5/16,220,"['快点', '快点', '跑', '吧', '。']",0,438
2022/5/16,221,"['缺口', '必须', '得', '补', '了']",6,711
2022/5/15,222,"['星宇', '股份', '本周', '融资', '净', '买入', '559.48', '万元', '，', '居', '汽车', '零部件', '板块']",0,601
2022/5/15,223,"['星宇', '股份', '本周', '沪', '股通', '持股', '市值', '减少', '5619.6', '万元', '，', '居', '汽车', '零']",-1,620
2022/5/14,224,"['星宇', '股份', '05', '月', '13', '日', '被', '沪', '股通', '减持', '19.15', '万股']",-1,411
2022/5/14,225,"['星宇', '股份', '：', '融资', '净', '买入', '133.17', '万元', '，', '融资', '余额', '4904.85', '万']",0,414
2022/5/13,226,"['601799', ':', '星宇', '股份', '2022', '年', '第一次', '临时', '股东', '大会决议', '公告']",0,376
2022/5/13,227,"['172', '怎么办']",0,700
2022/5/13,228,"['星宇', '股份', '05', '月', '12', '日', '被', '沪', '股通', '减持', '10.75', '万股']",-1,349
2022/5/13,229,"['星宇', '股份', '：', '融资', '净', '偿还', '348.9', '万元', '，', '融资', '余额', '4771.68', '万元']",-1,314
2022/5/12,230,"['快点', '跑', '吧', '，', '已经', '见', '了', '13', '万股', '了']",0,479
2022/5/12,231,"['星宇', '股份', '第一', '支撑', '127', '第一', '压力', '133', '元', '减仓', '为主']",2,498
2022/5/12,232,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '人均', '持股', '300', '多万', '啊', '，', '报团', '抱', '得', '真']",0,731
2022/5/12,233,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '真惨', '报团', '股', '瓦解', '，', '第二个', '科沃', '斯']",-5,530
2022/5/12,234,"['星宇', '股份', '05', '月', '11', '日', '被', '沪', '股通', '减持', '3.9', '万股']",-1,309
2022/5/12,235,"['星宇', '股份', '：', '连续', '4', '日', '融资', '净', '买入', '累计', '794.59', '万元', '（', '05', '-', '11', '）']",0,313
2022/5/11,236,"['这个', '奇葩']",-1,696
2022/5/11,237,"['$', 'XD', '星宇股', '(', 'SH601799', ')', '$', '昨天', '研发', '大楼', '开业', '大吉', '今天', '不该', '涨']",4,1064
2022/5/11,238,"['上面', '的', '缺口', '补不补', '啊']",-1,651
2022/5/11,239,"['星宇', '股份', '05', '月', '10', '日', '被', '沪', '股通', '减持', '9.52', '万股']",-1,349
2022/5/11,240,"['星宇', '股份', '：', '连续', '3', '日', '融资', '净', '买入', '累计', '507.5', '万元', '（', '05', '-', '10', '）']",0,290
